4.886,2.6926,5.6802,2.6208,12.594,2.7871,11.2216,1.9777
4.8318,3.0723,5.4491,3.2012,12.8614,2.5921,11.8037,2.0119
5.3867,3.2509,6.1181,3.2436,12.4565,2.65,11.3701,1.8821
5.2014,3.3159,5.7094,3.3717,12.7363,2.4213,12.0201,2.0713
4.5708,2.8346,5.0278,2.9182,13.0855,2.4364,12.3125,2.1308
4.9242,3.3562,5.5235,3.4695,13.136,2.4054,12.2022,2.0623
5.2206,3.0511,5.8047,3.029,12.5014,2.5819,11.5838,2.1505
4.9442,3.2802,5.4239,3.3026,12.7147,2.3391,12.0082,2.1203
4.439,2.7472,4.9691,2.8519,12.6008,2.6941,11.5162,2.0918
4.9652,3.0279,5.6667,3.085,12.54,2.7292,11.272,2.1046
5.2642,2.9999,5.8271,2.9495,12.2399,2.6305,11.3508,2.0657
5.024,3.0106,5.6019,2.9962,12.9273,2.2973,12.1268,1.9423
4.9316,3.0315,5.5064,3.0329,12.92,2.5184,12.1001,2.1588
5.2343,3.2928,5.7347,3.355,12.7895,2.376,12.0462,1.9622
5.058,2.7691,5.6235,2.7267,12.4132,2.6821,11.4609,2.1761
5.175,3.1561,5.5377,3.1747,12.0429,2.467,11.4685,2.0847
4.8978,2.9897,5.4909,3.0354,13.1009,2.4659,12.2086,2.1577
5.2337,3.2412,5.729,3.2909,12.7127,2.589,11.9663,2.21
5.2989,3.4346,5.8903,3.4145,12.5117,2.5169,11.7343,2.0943
5.6196,3.2997,6.3289,3.1908,12.3748,2.7084,11.4518,2.2241
4.7897,2.9696,5.3333,3.0359,13.225,2.3466,12.4179,2.1247
5.2727,3.0971,5.8981,3.079,12.5342,2.7168,11.5742,2.2848
5.4737,3.1398,5.8889,3.1181,12.0308,2.5305,11.4341,2.0743
5.2279,3.1548,5.8728,3.1852,12.3663,2.8273,11.2657,2.2682
5.0659,3.1616,5.7902,3.184,12.5562,2.6935,11.4065,2.0121
5.3049,2.9722,5.8273,2.9233,12.4323,2.6288,11.6634,2.2313
4.8592,2.9849,5.4359,2.9653,12.2079,2.6972,11.2594,2.2076
4.894,2.3279,5.3413,2.2858,12.5783,2.661,11.6909,2.3129
4.8902,2.9776,5.4104,3.045,13.143,2.2518,12.3299,1.8871
4.9198,2.8602,5.471,2.8223,12.8076,2.3887,11.9589,2.0526
5.0142,3.0382,5.4862,3.035,12.5184,2.4024,11.8489,2.1508
5.0355,3.1645,5.4731,3.2405,12.6004,2.5205,11.8471,2.1403
5.234,3.4669,5.7925,3.4751,12.7823,2.477,12.0506,2.1703
4.7219,2.6076,5.1667,2.6186,12.3136,2.6407,11.453,2.1415
5.2209,3.6538,5.5274,3.7347,12.1382,2.6279,11.5985,2.2724
4.7536,2.8433,5.0328,2.8998,12.2867,2.4965,11.7576,2.1395
4.3465,2.5079,4.8431,2.5273,13.3793,2.3195,12.5521,2.0737
4.9639,2.8327,5.6536,2.7896,12.7326,2.6349,11.6911,2.1391
4.5597,2.4359,5.0203,2.4721,13.0484,2.4851,12.1708,2.1342
4.9156,2.789,5.4603,2.785,12.7,2.6082,11.7869,2.1928
4.3161,2.4677,4.6053,2.4899,12.8898,2.289,12.3579,1.9965
4.0486,2.6831,4.4286,2.7913,12.9126,2.4251,12.102,2.1771
4.6761,2.7142,5.0265,2.7644,12.3941,2.532,11.718,2.099
4.4224,2.3791,4.741,2.391,12.7894,2.5148,12.1497,2.2043
4.4341,2.6468,4.7155,2.6321,13.2138,2.0306,12.8432,1.9366
4.445,2.6071,4.8563,2.6452,12.92,2.3407,12.1777,2.0441
4.768,3.065,4.9912,3.1384,12.7188,2.1949,12.302,2.0039
4.7789,2.6508,5.3585,2.6452,12.994,2.3521,12.0038,1.9036
5.0238,3.1205,5.5882,3.2034,12.8731,2.506,11.9751,1.9656
4.8315,2.9953,5.4681,3.0424,13.0005,2.3673,11.9643,1.921
4.6651,2.7449,5.1022,2.7308,13.1712,2.0754,12.5291,1.9644
4.9343,3.1616,5.3736,3.2076,13.0455,2.1704,12.3736,1.9928
