[4.5795, 2.8233, 5.0265, 2.7882, 12.7018, 2.4264, 12.0847, 2.2175]
[4.7429, 2.8218, 5.1438, 2.7828, 12.4684, 2.3558, 11.8483, 2.0941]
[4.7317, 3.2984, 5.0, 3.3791, 12.3638, 2.5989, 11.8745, 2.2958]
[4.9194, 2.5984, 5.6531, 2.4121, 12.3571, 2.6284, 11.2104, 1.9715]
[4.8442, 2.9367, 5.2706, 2.9581, 12.8556, 2.2763, 12.194, 1.9636]
[4.54, 3.0213, 5.0663, 3.0402, 13.135, 2.1878, 12.3383, 2.0201]
[4.7287, 2.985, 5.1118, 3.0483, 12.4361, 2.5875, 11.7269, 2.2264]
[4.4009, 2.5054, 4.9474, 2.53, 13.1486, 2.3523, 12.1482, 1.8986]
[4.7288, 2.9487, 5.0449, 2.9943, 12.5425, 2.2312, 11.9442, 1.9399]
[5.0735, 2.9819, 5.4333, 2.9825, 12.0199, 2.6529, 11.3982, 2.2915]
[4.7966, 3.3838, 5.1143, 3.4429, 12.3896, 2.6266, 11.8802, 2.395]
[4.491, 3.0502, 4.9247, 3.1341, 13.2463, 2.2383, 12.5711, 2.1049]
[4.5459, 2.8813, 4.9367, 2.9267, 12.9143, 2.3771, 12.2615, 2.095]
[4.6196, 3.1583, 5.2329, 3.2478, 12.6222, 2.6337, 11.5823, 2.1012]
[4.6037, 2.7641, 5.2663, 2.7618, 12.8554, 2.6544, 11.7755, 2.1937]
[4.25, 2.6424, 4.7444, 2.7, 12.935, 2.2442, 12.0447, 1.83]
[4.5091, 2.8596, 5.0395, 2.9273, 13.0782, 2.3151, 12.1436, 1.9545]
[4.605, 3.0698, 5.1436, 3.1264, 12.846, 2.4399, 12.0051, 2.0624]
[4.5437, 3.1058, 4.9883, 3.2191, 12.8909, 2.3105, 12.12, 1.9272]
[4.6861, 2.83, 5.227, 2.7943, 12.9168, 2.4765, 12.1796, 2.2496]
[4.8626, 2.5713, 5.408, 2.4891, 12.6134, 2.4749, 11.7817, 2.0369]
[4.6579, 3.0129, 5.0949, 3.1134, 12.8051, 2.4089, 12.0403, 2.0686]
[5.0714, 2.9792, 5.3929, 3.0011, 11.8464, 2.5984, 11.2558, 2.2252]
[4.6883, 3.3, 5.029, 3.3099, 12.7043, 2.3488, 12.2659, 2.1889]
[4.5755, 2.9523, 4.967, 2.9998, 12.7408, 2.2228, 11.9882, 2.057]
[4.5721, 3.0568, 5.0432, 3.1259, 12.55, 2.4663, 11.818, 2.0729]
[4.5022, 2.8463, 5.0486, 2.8895, 12.9609, 2.2802, 12.0309, 1.9904]
[4.7952, 2.9327, 5.1311, 2.9889, 12.4491, 2.4559, 11.7499, 2.1832]
[4.9686, 3.3914, 5.5622, 3.4134, 12.5729, 2.4452, 11.723, 2.0236]
[4.8841, 3.0608, 5.1978, 3.1281, 12.5253, 2.4749, 11.9781, 2.1944]
[4.8279, 3.2683, 5.1872, 3.3467, 13.083, 2.1732, 12.5544, 1.9142]
[4.8172, 2.7098, 5.2821, 2.7028, 12.5196, 2.5663, 11.7511, 2.1466]
[4.5973, 2.667, 5.0732, 2.6814, 12.7769, 2.2995, 11.9259, 1.9148]
[4.9883, 2.8367, 5.4295, 2.7618, 12.3105, 2.3775, 11.6137, 2.0576]
[4.9463, 3.1703, 5.5357, 3.1958, 12.6709, 2.5336, 11.7928, 2.0494]
[5.18, 2.9711, 5.5227, 3.0012, 12.8003, 2.3047, 12.2766, 2.0523]
[5.7313, 3.2717, 6.4144, 3.1807, 12.0507, 2.671, 11.0357, 2.0485]
[5.3138, 3.2702, 6.0, 3.2358, 12.5897, 2.6289, 11.6035, 2.1757]
[4.6878, 2.6226, 5.1149, 2.6104, 12.7831, 2.3701, 12.0564, 2.0838]
[5.1893, 3.096, 5.9254, 3.0582, 12.4483, 2.6939, 11.2935, 2.1382]
[4.9398, 2.6719, 5.3509, 2.6589, 11.9684, 2.6596, 11.1509, 2.1225]
[5.0385, 2.8811, 5.6531, 2.8658, 12.4086, 2.7644, 11.3993, 2.1545]
[4.97, 2.9646, 5.5215, 3.0099, 12.546, 2.6266, 11.5484, 2.1338]
[5.1117, 2.9007, 5.6071, 2.8474, 12.5309, 2.5034, 11.7837, 2.1945]
[4.6863, 2.7439, 5.0983, 2.7699, 12.5926, 2.5257, 11.8589, 2.1465]
[5.0247, 3.3792, 5.6818, 3.3963, 12.5633, 2.4534, 11.6382, 1.8696]
[4.8419, 2.8859, 5.5294, 2.8454, 12.577, 2.6793, 11.4767, 2.0897]
[5.1361, 2.9503, 5.642, 2.9115, 12.5241, 2.5051, 11.7822, 2.0526]
[5.0681, 3.2666, 5.8649, 3.279, 12.4431, 2.825, 11.2733, 2.0448]
[4.7302, 2.9905, 5.5761, 3.0654, 12.3024, 2.9721, 10.7208, 1.8785]
[5.1319, 2.7418, 5.8696, 2.5589, 12.1359, 2.7546, 10.9384, 2.0556]
[4.0381, 2.0421, 4.1771, 2.0716, 12.6858, 2.3372, 12.3287, 2.1152]
[4.6324, 2.7519, 5.3333, 2.7744, 12.7628, 2.7667, 11.54, 2.1247]
[4.8565, 2.9894, 5.3621, 3.0174, 12.643, 2.5726, 11.8152, 2.2093]
[4.9638, 3.0824, 5.511, 3.1216, 12.8028, 2.5142, 11.9722, 2.1948]
[4.7333, 2.6807, 5.1469, 2.7103, 12.6399, 2.5966, 11.8995, 2.2339]
[4.9246, 2.7288, 5.2898, 2.678, 12.2103, 2.6227, 11.6047, 2.3198]
[5.1606, 2.8008, 5.638, 2.7821, 12.1575, 2.6692, 11.2656, 2.1167]
[4.7014, 2.7383, 5.2164, 2.7878, 12.8987, 2.4677, 11.9388, 2.1573]
[4.6076, 2.3479, 4.9848, 2.3794, 12.5573, 2.6054, 11.7367, 2.1333]
[4.8919, 2.6446, 5.2099, 2.6677, 12.2149, 2.5302, 11.5536, 2.0618]
[4.6318, 2.5452, 4.9319, 2.5929, 12.666, 2.4669, 12.0436, 2.1411]
[4.725, 2.8424, 5.0867, 2.8768, 12.905, 2.433, 12.3067, 2.1964]
[4.4545, 2.5357, 4.8011, 2.609, 12.8764, 2.4451, 12.1907, 2.1188]
[4.7573, 2.618, 5.2515, 2.662, 12.6048, 2.7278, 11.7018, 2.1999]
[4.4505, 2.8828, 4.8042, 2.9705, 12.8849, 2.4599, 12.2331, 2.1887]
[4.5929, 3.0258, 5.0259, 3.1417, 12.8963, 2.599, 12.1393, 2.2971]
[4.8918, 3.1003, 5.3234, 3.117, 12.82, 2.2458, 12.1872, 1.9072]
[5.215, 3.3762, 5.7294, 3.3968, 12.5094, 2.4391, 11.7717, 2.04]
[4.8933, 3.043, 5.2727, 3.0412, 12.7852, 2.1848, 12.2717, 1.9941]
[4.8962, 2.9442, 5.2063, 2.9609, 12.494, 2.3803, 11.9301, 2.1535]
[4.6548, 2.7543, 5.1104, 2.8045, 12.913, 2.5352, 12.1028, 2.2578]
[4.9105, 3.1834, 5.311, 3.2396, 12.3324, 2.5402, 11.6438, 2.1623]
[4.4044, 3.1101, 4.6855, 3.2372, 12.8821, 2.2343, 12.3271, 1.9931]
[4.7968, 2.8793, 5.2075, 2.9291, 12.8303, 1.9435, 12.1184, 1.7887]
[4.6174, 2.9417, 5.1576, 3.0436, 13.1036, 2.3786, 12.2107, 2.0457]
[4.5991, 2.9678, 5.0, 2.9808, 12.8322, 2.4131, 12.2653, 2.1589]
[4.8722, 3.1561, 5.3982, 3.1244, 12.3377, 2.4769, 11.5191, 2.0234]
[4.7647, 2.4582, 5.1965, 2.4058, 12.4003, 2.5715, 11.5979, 2.1535]
[4.9517, 2.7395, 5.3333, 2.7264, 12.7538, 2.3316, 12.1378, 2.0764]
[4.4978, 2.4838, 4.8031, 2.5271, 12.8063, 2.3724, 12.1833, 2.1327]
[5.1453, 3.1222, 5.5545, 3.1606, 12.8034, 2.3885, 12.2265, 2.0383]
[5.1045, 3.0065, 5.5172, 3.0148, 12.3846, 2.4681, 11.6961, 2.1576]
[4.9789, 3.083, 5.4596, 3.0948, 12.5984, 2.5804, 11.8402, 2.2215]
[5.4211, 3.2754, 6.0385, 3.2931, 12.364, 2.7068, 11.398, 2.1007]
[4.9838, 2.9637, 5.619, 2.9951, 12.6105, 2.6532, 11.5832, 2.0907]
[5.065, 2.6553, 5.4624, 2.6282, 12.388, 2.4693, 11.7023, 2.0861]
[4.8881, 2.7499, 5.2203, 2.7591, 12.4057, 2.5495, 11.8129, 2.3233]
[4.5909, 2.4667, 5.1309, 2.4895, 12.7692, 2.648, 11.7472, 2.0948]
[5.1656, 2.9643, 5.5802, 2.9524, 12.6075, 2.4368, 12.002, 2.0837]
[4.8152, 2.6781, 5.2722, 2.6039, 13.0551, 2.0339, 12.3885, 1.8767]
[5.0104, 2.9878, 5.6258, 2.9971, 12.701, 2.5746, 11.6836, 2.1304]
[5.3538, 2.7925, 5.7193, 2.7873, 12.3041, 2.5234, 11.6576, 2.1266]
[4.5933, 2.5667, 4.9297, 2.6255, 12.9358, 2.3398, 12.245, 2.0605]
[4.723, 2.9252, 5.1742, 2.9808, 12.9842, 2.4352, 12.2677, 2.0896]
[4.4866, 2.8592, 5.1361, 2.8705, 12.8681, 2.5363, 11.7952, 2.1176]
[4.6713, 2.9442, 5.2017, 2.9322, 12.5634, 2.5757, 11.7644, 2.2811]
[5.2, 3.1568, 5.7051, 3.1749, 12.2862, 2.6185, 11.4463, 2.1396]
[5.0809, 2.9591, 5.5541, 2.9277, 12.2568, 2.5459, 11.4775, 2.0928]
[4.7403, 2.568, 5.0889, 2.5429, 12.3058, 2.5193, 11.6537, 2.2147]
[5.1098, 3.0763, 5.7164, 3.0801, 12.9037, 2.3582, 12.0321, 2.045]
[5.145, 3.0698, 5.52, 3.0999, 12.5083, 2.2651, 11.9524, 1.9798]
[4.9952, 3.1965, 5.5029, 3.2482, 12.6275, 2.4702, 11.7876, 2.0213]
[5.1187, 3.1032, 5.7933, 3.0263, 12.5821, 2.4795, 11.7161, 1.9951]
[4.8158, 2.7305, 5.4408, 2.687, 12.5997, 2.6067, 11.6005, 2.0317]
[5.1181, 3.1502, 5.8661, 3.1834, 12.4543, 2.8031, 11.1935, 2.1228]
[4.8971, 3.0372, 5.119, 3.041, 11.9113, 2.4212, 11.4923, 2.2029]
[4.7182, 3.3633, 4.9697, 3.4508, 12.085, 2.6292, 11.6191, 2.3885]
[4.3434, 2.6337, 4.5563, 2.6536, 12.7615, 2.2302, 12.3651, 2.053]
[4.4921, 3.0803, 4.8288, 3.1189, 12.4593, 2.3677, 11.9069, 2.0292]
[4.6319, 2.9556, 4.9857, 3.0331, 12.962, 2.3767, 12.3556, 2.1937]
[4.5246, 2.875, 4.8846, 2.9525, 12.3637, 2.5527, 11.6498, 2.1587]
[5.1337, 3.1586, 5.9861, 3.1069, 12.7958, 2.5867, 11.5729, 2.1072]
[5.4729, 3.7696, 6.1429, 3.7989, 12.4002, 2.6078, 11.5548, 2.1907]
[5.345, 3.2351, 5.8994, 3.2099, 12.2952, 2.5771, 11.4922, 2.1197]
[5.2062, 3.2346, 5.6826, 3.228, 12.5399, 2.5608, 11.8527, 2.2601]
[4.9, 2.7942, 5.22, 2.8116, 12.388, 2.4689, 11.8717, 2.1355]
[4.8209, 2.6369, 5.2034, 2.563, 11.6853, 2.48, 11.0136, 2.0096]
[4.3333, 2.5612, 4.6569, 2.6009, 12.8606, 2.4507, 12.2706, 2.1827]
[4.945, 3.012, 5.4142, 3.0353, 12.6755, 2.5169, 11.9485, 2.1227]
[4.8571, 2.9987, 5.2042, 3.013, 12.4062, 2.3432, 11.8754, 2.0007]
[5.0903, 2.8497, 5.4088, 2.8734, 12.1265, 2.6381, 11.5573, 2.2511]
[4.788, 3.1526, 5.2152, 3.1909, 12.3219, 2.6223, 11.6357, 2.2918]
[4.6171, 2.6932, 4.8075, 2.7153, 12.3872, 2.3734, 12.0174, 2.1528]
[4.7548, 2.5535, 5.0511, 2.5611, 12.4944, 2.4153, 11.9625, 2.1803]
[4.4486, 2.4159, 4.6964, 2.3874, 12.6542, 2.023, 12.2668, 1.8497]
[4.5078, 2.5553, 4.8512, 2.5463, 12.4615, 2.4262, 11.8453, 2.0629]
[4.2888, 2.7898, 4.655, 2.8189, 12.9574, 2.2385, 12.4145, 1.9933]
[4.993, 3.2441, 5.5207, 3.2476, 12.3566, 2.5499, 11.5363, 2.2865]
[5.0109, 3.2504, 5.2189, 3.3094, 12.5374, 2.3799, 12.1603, 2.2385]
[4.9492, 3.4929, 5.4207, 3.6392, 12.4108, 2.6871, 11.5752, 2.1971]
[5.0629, 3.3663, 5.5041, 3.4739, 12.7931, 2.3893, 12.058, 2.0661]
[5.0199, 3.2642, 5.3507, 3.3104, 12.7106, 2.3945, 12.1899, 2.1455]
[4.6875, 2.7857, 5.1507, 2.822, 12.5985, 2.6055, 11.7646, 2.1426]
[4.4452, 3.2132, 4.8496, 3.2847, 12.7887, 2.2028, 12.1786, 2.1204]
[4.4706, 2.6502, 4.8686, 2.6403, 12.7582, 2.3517, 12.1275, 2.136]
[4.4439, 2.5994, 4.7692, 2.6402, 12.9346, 2.2046, 12.296, 1.9457]
[4.6651, 2.919, 5.1111, 2.9794, 12.9229, 2.2996, 12.1545, 2.1299]
[5.0361, 3.0331, 5.497, 3.0503, 12.4848, 2.3894, 11.7407, 2.0046]
[4.8757, 2.8807, 5.3636, 2.8568, 12.9687, 2.1663, 12.3144, 1.9493]
[5.065, 2.8277, 5.3818, 2.8187, 12.3021, 2.4679, 11.7319, 2.186]
[5.2113, 3.2992, 5.5669, 3.3002, 12.2212, 2.4623, 11.7358, 2.177]
[5.2041, 3.2197, 5.6693, 3.2118, 11.9785, 2.5035, 11.2948, 2.0135]
[4.625, 2.5509, 5.0541, 2.5463, 12.5218, 2.3956, 11.7268, 1.9506]
[4.7337, 2.781, 5.0753, 2.8359, 12.1197, 2.5455, 11.3897, 2.0738]
[5.0122, 3.2177, 5.5109, 3.287, 11.9621, 2.68, 11.0701, 2.1049]
[4.9385, 2.6932, 5.2453, 2.698, 12.2656, 2.4267, 11.6937, 2.136]
[4.6444, 2.7741, 5.0174, 2.8314, 12.8247, 2.3313, 12.1968, 1.9932]
[4.8831, 2.8512, 5.3906, 2.8538, 12.4657, 2.6005, 11.5473, 2.1481]
[5.0192, 3.1039, 5.4286, 3.0925, 12.2139, 2.5783, 11.5856, 2.1978]
[4.86, 2.832, 5.1685, 2.8452, 12.3456, 2.3432, 11.8328, 1.9395]
[4.6243, 2.476, 4.8176, 2.4797, 12.782, 2.0303, 12.4468, 1.8221]
[4.4819, 2.5571, 4.8643, 2.5918, 12.9268, 2.3401, 12.2605, 2.0317]
[4.1704, 2.4722, 4.3468, 2.4953, 12.8586, 2.1952, 12.4766, 2.0935]
[4.65, 3.0899, 5.2, 3.207, 12.9691, 2.5779, 12.0919, 2.2317]
[4.7333, 2.9136, 5.2645, 2.9952, 12.7379, 2.5872, 11.8134, 2.2231]
[5.1, 2.9869, 5.6774, 3.0052, 12.78, 2.5643, 11.916, 2.1332]
[4.9733, 2.7969, 5.6133, 2.7466, 12.5056, 2.6884, 11.5343, 2.1116]
[4.8141, 2.6182, 5.3212, 2.5796, 12.9389, 2.2834, 12.1525, 1.9363]
[4.4144, 2.7249, 4.7403, 2.8165, 13.1086, 2.2088, 12.4839, 2.021]
[5.1443, 3.1295, 5.4157, 3.1151, 11.4865, 2.4005, 11.0087, 1.9811]
[5.0421, 3.912, 5.2759, 4.002, 11.9793, 2.6664, 11.5772, 2.4153]
[4.6337, 2.8169, 4.7143, 2.8176, 12.0476, 2.2463, 11.9423, 2.1907]
[4.8541, 2.7164, 5.179, 2.744, 12.4568, 2.5125, 11.7751, 2.216]
[5.0352, 2.8959, 5.2734, 2.952, 12.0275, 2.4576, 11.5167, 2.0105]
[5.2038, 3.0322, 5.814, 2.9981, 12.6701, 2.6199, 11.8016, 2.2191]
[4.8929, 3.1548, 5.21, 3.1853, 12.128, 2.542, 11.5462, 2.2695]
[5.0625, 3.1262, 5.7614, 3.1658, 12.2515, 2.7589, 10.9956, 1.9708]
[4.5585, 2.682, 4.8415, 2.7496, 13.0892, 2.2454, 12.5394, 2.0224]
[5.1788, 3.1896, 5.7177, 3.269, 12.9717, 2.5115, 12.1269, 2.0699]
[4.9235, 2.781, 5.5096, 2.7981, 12.572, 2.7854, 11.4678, 2.2385]
[4.7865, 2.7312, 5.2562, 2.746, 12.3896, 2.5605, 11.4939, 2.0924]
[4.8941, 2.5577, 5.5075, 2.5385, 12.5317, 2.6183, 11.3402, 2.0159]
[5.0213, 2.8989, 5.472, 2.8786, 12.3947, 2.4983, 11.6852, 2.1318]
[4.5579, 2.9495, 4.8988, 2.9573, 12.5816, 2.3821, 12.0168, 2.1848]
[5.0238, 2.7079, 5.3862, 2.7347, 11.4927, 2.7291, 10.6388, 1.9534]
[5.3284, 3.2594, 5.8496, 3.2837, 12.1848, 2.6804, 11.2793, 2.1289]
[5.0656, 3.2283, 5.4012, 3.2801, 12.8831, 2.1653, 12.3443, 2.0055]
[5.3719, 3.7353, 5.9314, 3.8047, 12.4111, 2.6969, 11.633, 2.2613]
[5.3969, 3.2192, 6.0633, 3.1995, 12.767, 2.6783, 11.8814, 2.3133]
[4.7819, 2.8991, 5.3289, 2.9575, 12.726, 2.6047, 11.7623, 2.2107]
[5.2568, 3.0163, 5.8553, 2.9567, 12.3642, 2.5671, 11.4747, 2.0875]
[5.4388, 3.1946, 6.1203, 3.1929, 12.5151, 2.6895, 11.4684, 2.1211]
[5.4667, 3.3139, 6.2183, 3.3423, 12.6157, 2.8268, 11.4938, 2.2227]
[5.0667, 2.7608, 5.5391, 2.7068, 12.4856, 2.3549, 11.7324, 1.9479]
[5.2197, 3.467, 5.9333, 3.5356, 12.7023, 2.6752, 11.6087, 2.1409]
[4.5111, 2.8392, 4.8831, 2.8964, 13.1887, 2.0161, 12.5256, 1.8528]
[5.097, 3.2801, 5.7143, 3.2305, 12.5991, 2.4782, 11.8717, 2.0824]
[4.9683, 3.1495, 5.486, 3.1337, 12.5179, 2.5061, 11.7199, 2.2215]
[4.7778, 2.8542, 5.1753, 2.8665, 12.4883, 2.5215, 11.8595, 2.2235]
[5.1346, 3.0902, 5.7384, 3.0549, 12.6198, 2.4958, 11.7565, 2.1078]
[4.7755, 2.9916, 5.2349, 3.0179, 12.9293, 2.2299, 12.1907, 2.0608]
[5.0905, 3.0984, 5.7562, 3.0959, 12.7047, 2.474, 11.6912, 2.1553]
[5.2338, 3.0907, 5.6364, 3.0884, 12.312, 2.4215, 11.6884, 2.0394]
[4.9257, 2.8807, 5.424, 2.8489, 11.9225, 2.676, 11.0186, 2.0996]
[4.6712, 2.902, 5.1141, 2.9494, 13.1951, 2.1136, 12.5961, 1.7845]
[4.8416, 2.7076, 5.3121, 2.6372, 12.9164, 2.2288, 12.2809, 2.0407]
[4.9406, 3.0477, 5.6474, 3.0426, 12.9601, 2.4773, 12.0079, 2.1664]
[5.2321, 3.1301, 5.8777, 3.0569, 12.5675, 2.4074, 11.7173, 2.0598]
[5.1316, 3.545, 6.2059, 3.6564, 12.6976, 2.8996, 11.0673, 2.0041]
[4.8428, 2.8928, 5.7135, 2.8335, 12.8002, 2.719, 11.4039, 2.131]
[5.1045, 2.9237, 5.7543, 2.932, 12.7471, 2.5324, 11.6901, 1.9045]
[4.9921, 2.6741, 5.3981, 2.6665, 12.4597, 2.7302, 11.7501, 2.3953]
[5.3828, 3.6546, 6.0526, 3.7107, 12.6095, 2.6051, 11.6543, 2.1767]
[5.034, 3.1351, 5.5607, 3.139, 12.7192, 2.3228, 12.0011, 1.8825]
[5.1581, 3.0808, 5.5532, 3.0895, 12.0742, 2.3992, 11.4164, 1.9476]
[4.8259, 2.6663, 5.1705, 2.6638, 12.1904, 2.5708, 11.5751, 2.2265]
[4.8186, 3.1267, 5.3943, 3.1783, 12.9485, 2.3558, 12.0732, 2.0477]
[4.8966, 2.9166, 5.3659, 2.9141, 12.9406, 2.2631, 12.2808, 2.0433]
[5.2951, 2.8688, 5.8158, 2.8755, 12.4499, 2.6493, 11.5941, 2.0851]
[4.8762, 2.7678, 5.3239, 2.8007, 13.0694, 2.4545, 12.3628, 2.1914]
[4.8, 3.1785, 5.1438, 3.2447, 12.5217, 2.5585, 11.9525, 2.249]
[4.6415, 2.7387, 4.9225, 2.7529, 12.2684, 2.3922, 11.7724, 2.1204]
[4.3458, 2.4378, 4.7087, 2.4221, 12.8423, 2.3075, 12.234, 1.9827]
[4.1688, 2.7185, 4.5373, 2.8037, 12.873, 2.4029, 12.1693, 2.1173]
[4.7824, 2.7114, 5.2438, 2.7449, 12.3744, 2.7486, 11.5278, 2.2121]
[4.4091, 2.4617, 4.7105, 2.5017, 12.5204, 2.5312, 11.8349, 2.1502]
[4.4304, 2.5607, 4.7923, 2.5196, 12.0584, 2.5528, 11.4331, 2.0865]
[4.3319, 2.4052, 4.5261, 2.3953, 11.9797, 2.5297, 11.5954, 2.2873]
[4.2071, 2.393, 4.4966, 2.3874, 12.8233, 2.4488, 12.3364, 2.2429]
[4.9744, 3.2541, 5.3592, 3.2705, 12.6957, 2.5206, 12.1609, 2.274]
[5.2484, 3.4966, 5.9032, 3.5705, 12.4157, 2.7398, 11.4055, 2.2286]
[5.1804, 3.2385, 5.9211, 3.2778, 12.2229, 2.8027, 11.0594, 2.0706]
[5.161, 3.0313, 5.7219, 3.0479, 12.6103, 2.4546, 11.687, 2.0236]
[4.9077, 3.5419, 5.4383, 3.6514, 12.913, 2.5128, 12.1196, 2.1886]
[5.1404, 2.9995, 5.7724, 2.9636, 12.3762, 2.7514, 11.3363, 2.2392]
[4.9362, 3.0953, 5.4, 3.1129, 12.7793, 2.4361, 12.106, 2.121]
[5.3148, 3.3249, 5.9846, 3.3786, 12.5648, 2.7231, 11.5532, 2.146]
[5.1242, 3.2122, 6.0, 3.3408, 12.3896, 3.055, 10.789, 1.9557]
[5.0243, 3.2238, 5.435, 3.2931, 12.8436, 2.4174, 12.1559, 2.1592]
[5.1122, 3.1703, 5.8671, 3.2298, 12.5128, 2.8379, 11.2481, 2.0299]
[5.3147, 3.0232, 5.9752, 2.9466, 11.949, 2.7541, 10.8963, 2.042]
[5.4346, 3.1614, 6.0503, 3.1016, 12.3072, 2.6852, 11.4312, 2.219]
[5.3112, 3.6253, 6.1226, 3.655, 12.7738, 2.5222, 11.7958, 2.1119]
[4.9431, 3.1722, 5.3516, 3.2187, 12.7403, 2.481, 12.1167, 2.2073]
[4.7706, 3.1136, 5.0855, 3.1371, 12.1069, 2.3472, 11.5738, 1.9883]
[5.4356, 3.3926, 6.1439, 3.387, 11.928, 2.8395, 10.8181, 2.0413]
[5.1357, 3.1586, 5.6647, 3.1748, 12.2393, 2.5476, 11.4063, 2.0745]
[4.8433, 3.1025, 5.3279, 3.1313, 12.5698, 2.6685, 11.8136, 2.3734]
[5.1337, 2.9462, 5.6784, 2.8667, 12.4665, 2.6136, 11.6813, 2.2164]
[4.6456, 2.9206, 5.0809, 2.9786, 12.472, 2.6346, 11.67, 2.2079]
[5.302, 3.6356, 5.9106, 3.7133, 12.3329, 2.6864, 11.3959, 2.1351]
[4.922, 3.0338, 5.3146, 3.0579, 12.4089, 2.5816, 11.7094, 2.2736]
[4.7323, 3.2897, 5.3822, 3.3851, 13.0012, 2.3439, 12.0237, 1.9088]
[5.2959, 3.2536, 5.7278, 3.2956, 12.1929, 2.7264, 11.509, 2.2738]
[5.3228, 3.5202, 6.13, 3.5374, 12.8553, 2.592, 11.8083, 2.0237]
[5.4697, 3.4534, 6.2628, 3.4735, 12.5048, 2.6929, 11.3478, 2.0093]
[5.1123, 3.0544, 5.7815, 3.0207, 12.6801, 2.417, 11.6243, 1.9183]
[5.4124, 3.4762, 6.0136, 3.5148, 12.8081, 2.5116, 12.045, 2.195]
[5.4588, 3.3692, 6.0494, 3.3771, 12.654, 2.4325, 11.8162, 2.0266]
[5.0214, 3.067, 5.4957, 3.1341, 12.5556, 2.7446, 11.6622, 2.4061]
[5.0, 2.8489, 5.5806, 2.8075, 12.491, 2.6532, 11.5882, 2.1613]
[5.4479, 3.2799, 5.9693, 3.2868, 12.5659, 2.5242, 11.8248, 2.1225]
[5.0495, 3.0128, 5.5146, 3.0365, 12.742, 2.4285, 12.0288, 2.0539]
[4.8273, 2.852, 5.3189, 2.8362, 12.8049, 2.4683, 12.0559, 2.2581]
[4.4512, 2.6078, 4.878, 2.6411, 12.9042, 2.4788, 12.1118, 2.2581]
[5.2928, 3.132, 6.0709, 3.1186, 12.7086, 2.8224, 11.6167, 2.24]
[5.3598, 3.2183, 5.981, 3.1452, 12.4016, 2.6671, 11.6224, 2.1873]
[5.067, 2.897, 5.6108, 2.8983, 12.742, 2.5205, 11.887, 2.2154]
[4.9742, 3.0754, 5.4878, 3.0613, 13.2473, 2.0917, 12.5413, 1.9918]
[4.771, 2.8488, 5.4653, 2.8858, 12.7933, 2.5124, 11.4382, 1.9783]
[5.0481, 3.041, 5.6607, 3.0664, 12.7101, 2.6205, 11.7316, 2.1859]
[4.9279, 3.3469, 5.6102, 3.4099, 12.5467, 2.6148, 11.5248, 2.0856]
[4.9135, 2.8424, 5.5148, 2.8119, 12.7007, 2.5834, 11.7302, 2.1609]
[5.0905, 2.6976, 5.6, 2.6472, 12.3213, 2.7066, 11.4381, 2.1827]
[4.7123, 2.8946, 5.4023, 2.8445, 13.0175, 2.3692, 12.1397, 2.0307]
[5.2915, 3.3648, 6.2368, 3.3022, 12.4456, 2.7742, 11.1571, 2.1606]
[4.7897, 3.0579, 5.558, 3.0363, 12.9849, 2.5672, 11.8985, 2.2141]
[5.3514, 3.3387, 5.9608, 3.3566, 12.6153, 2.426, 11.7374, 2.1225]
