4.9172,3.3866,5.2344,3.4742,12.3384,2.5768,11.7535,2.2654
4.9043,3.2086,5.3469,3.2642,12.2742,2.6173,11.5377,2.1608
4.64,2.8385,5.0238,2.9317,12.9031,2.5616,12.1915,2.2741
4.2713,2.4681,4.5759,2.5737,12.8824,2.2313,12.111,1.8835
4.335,2.2919,4.6529,2.327,12.5372,2.5474,11.782,2.1523
4.0815,2.19,4.4516,2.2837,13.0957,2.4771,12.2316,2.0376
4.7338,2.6113,5.155,2.6397,12.5612,2.6846,11.7768,2.2532
4.6835,2.8183,5.0855,2.884,12.251,2.6454,11.4012,2.0914
4.5565,2.6406,4.8585,2.735,12.7296,2.5845,12.0552,2.159
4.3667,2.3259,4.7616,2.3152,12.7809,2.3009,11.997,1.9745
4.6622,2.5904,5.0976,2.6177,12.9695,2.4505,12.1856,2.0959
4.619,2.8252,4.9812,2.9122,12.8476,2.4467,12.1842,2.0922
4.4792,2.2545,4.6822,2.2891,12.2387,2.3579,11.7295,1.9982
4.3837,2.6133,4.8,2.7103,12.914,2.4941,12.0704,2.0133
4.5183,2.4038,4.8634,2.4558,12.8592,2.3201,12.1711,1.9336
4.5534,2.1777,4.838,2.1872,12.6683,2.2866,12.0769,1.9275
4.4541,2.669,4.8194,2.7556,12.8707,2.4253,12.1327,2.0302
4.5591,2.6899,4.858,2.7417,12.8127,2.3557,12.2563,2.0451
4.1828,2.6272,4.6133,2.732,12.7978,2.7308,11.9012,2.3577
4.3636,2.414,4.7625,2.5162,12.5904,2.6522,11.5704,2.1298
4.0256,2.3839,4.3723,2.5264,12.7851,2.5233,11.8476,1.9544
4.64,2.7277,5.0833,2.7439,12.4911,2.5492,11.6604,2.1988
4.6957,2.6935,5.2156,2.7361,12.5911,2.5752,11.5773,2.0944
4.5956,2.4351,5.1348,2.4504,12.7011,2.7334,11.6814,2.1952
4.4208,2.2747,4.6836,2.3048,12.588,2.4269,12.0614,2.1139
4.2273,2.4129,4.6098,2.4582,12.7546,2.4415,11.9733,2.0557
4.9639,2.5249,5.529,2.5127,12.5938,2.6948,11.5652,2.0688
4.6512,2.727,5.1503,2.8039,12.9021,2.5346,12.0319,2.0718
4.4804,2.5695,4.9578,2.6006,12.908,2.4337,12.0472,1.9872
4.3516,2.6327,4.7967,2.6535,12.864,2.4652,12.0879,2.2364
4.5938,2.6064,5.1097,2.6263,12.4952,2.6831,11.4703,2.1493
4.4323,2.4013,4.929,2.3911,12.8502,2.5334,11.9489,2.0954
4.7945,2.3812,5.1732,2.304,12.2433,2.5143,11.5991,2.0861
4.4511,2.3331,4.7654,2.2948,12.3427,2.3671,11.7106,2.0458
4.7306,2.6952,5.097,2.7374,12.4546,2.4781,11.7597,2.0527
4.6199,2.5204,4.9862,2.5623,12.2559,2.6744,11.4605,2.2248
4.8289,2.9105,5.1493,2.941,12.4664,2.3779,11.909,2.0126
4.7838,2.5313,5.2403,2.5202,12.6552,2.5949,11.8188,2.2074
4.2366,2.1622,4.6552,2.2633,13.2134,2.5828,12.2294,2.156
4.5446,2.4522,5.1325,2.4557,13.0282,2.3579,11.9715,1.8667
4.4459,2.3123,4.8333,2.3348,12.6723,2.5293,11.8507,2.1111
4.7739,2.4524,5.4103,2.3774,12.6776,2.6218,11.5967,2.0019
4.595,2.3304,5.1258,2.306,12.9184,2.5538,11.946,2.0657
4.697,2.5104,5.205,2.5,12.6181,2.5131,11.7427,1.9671
4.6812,2.3703,5.2048,2.3529,12.7887,2.432,11.842,1.8602
5.1916,2.8473,5.8507,2.7953,12.5205,2.656,11.5739,2.1592
4.5911,2.3183,5.0915,2.2895,12.8579,2.3136,11.9424,1.8802
4.4156,2.3114,4.9943,2.3367,12.9666,2.5237,11.8246,1.9507
4.4609,2.1641,4.8978,2.169,12.7798,2.407,11.8609,1.8617
4.8571,2.5704,5.2741,2.5975,12.269,2.5656,11.4477,2.0191
4.5572,2.4389,4.9191,2.4268,12.5406,2.4086,11.8557,2.1073
4.6114,2.4814,4.9932,2.522,12.1778,2.5569,11.3643,2.0139
4.2388,2.2289,4.7419,2.2827,13.2624,2.4933,12.2623,2.0919
4.5021,2.6033,4.9337,2.6727,12.6362,2.5123,11.7133,2.0093
4.8783,2.6675,5.3511,2.7277,12.3282,2.8691,11.3681,2.2347
4.0696,1.7829,4.375,1.8371,13.0009,2.7074,12.1398,2.3684
4.2992,1.8069,4.6262,1.7643,12.3888,2.5774,11.6207,2.0281
4.3271,2.4996,4.8982,2.5233,12.9511,2.5552,11.9868,2.1086
4.0842,2.2598,4.4877,2.326,12.7208,2.4466,11.78,1.9433
4.2596,2.4593,4.6264,2.506,12.5481,2.7109,11.7481,2.3428
4.6954,2.7047,5.1517,2.7224,12.841,2.4012,12.0593,2.0019
4.6154,2.5417,4.9274,2.5784,12.0123,2.586,11.2984,2.0393
